Topic Value New,Topic Value Original,User Value New,User Value Original,Learning Resource Value New,Learning Resource Value Original
,,32,120c591b0e4c359e86472f0277aba65125a0e102b24630520b7670b9b7b1d9a5,32,44
,,33,125ae2e6409e498cf96017e4f7168a1612ea2f181a0ea99530cfafb7b3a64807,33,46
,,34,1274deb6dd5637d775d619b4b2449b40dd2179007cb88f0e36b1ccf91f18dd6e,34,49
,,35,138c4c9a5ae1f9ffc53e24e3083b2514b5d9aa6b12467d60b62c8929816e189f,35,67
,,36,13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,36,104
,,37,1403518ce5c6beb4b9b3ce77105c7fe32cd2520aed96f2124f56858098693244,37,106
,,38,14540c305603b931be46726208aae2f2bdde7974a4bab9ca6cbb345b571c959c,38,107
,,39,155464e7a35faffd6b3b4f2e6b757098204e8a24221641b58ee8156acfd2e1fc,39,108
,,40,15c5366a784c8d6598742c335e8b43b08f1942248cfd1c1ca6dd8bca414aac97,40,51
,,41,15e7a100916541060e16055751255f31e525b2bc2efcedc3081955d8aa18193b,41,56
,,42,164d9a5499b7224c7fcbed2f0b76c8041bd544beb86187837dbc3837a78506ea,42,57
,,43,166572dff8d5aedada06bc75f068301e14a3c203b9fd850bf4606292acd135f5,43,64
,,44,16d4c5bf7eb5f6e804de07bd9f16ac0c6242adaecf20fa778a69734dd8e8aba8,44,70
,,45,16f38c9409d1652e79f9e6bc1b17605416787f67c1a5822c984a63c21eabd743,45,71
,,46,17111411f938d9a2cc954eeaa5a6f8d675929b11c07168f5d59a4e58fc140b48,46,112
,,47,171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,47,118
,,48,18cff3f609168fc4bf5e7df1869409cb4026387a8530d8bc522fdeba67576fb6,48,45
,,49,19700138aba73d2a48b106fe7c2d72ed0b8f228906e7f41e266664a91b451a54,49,48
,,50,19b3277cda3fe10ec63ecd0517453b399e386ea3a475c891f3a2e7b55c246fba,,
,,51,1a0e91f519c0393d7d327f110988b2358b5fb944149f79840d417a0d279a7033,,
,,52,1c74dd0c87312999b28efb7af3aed752614eb8cc7e8fa5523e4f4441aaf4f64a,,
,,53,1e07cd29e230f3661645dcb909fda7759b80e0adf98716a5b82e22aa93a8223c,,
,,54,1ec64cfe094fceca729f1241b83dde22ed39131b6494448919af8cb2308cc0f3,,
,,55,1f0e4c406443bc8a01467fd0f5b45a0aa4e95fded6b2c5d85ac532727bfd3c6d,,
,,56,1fa47ac7759a6ce7a6345af6515630bf1b0493c63c56c65ec1867dd8e850486c,,
,,57,1ff64286fcc902f2048b851d7b5ee3bbb7715d1802021574aaf5dfef71b68ae6,,
,,58,20300013d055d63c747accf06b9f7c94f8d736c3d5c89fe52b71857de90ecaaf,,
,,59,2086b883938e4bc640227dc92935bcb8862c2fe6523a4cf6f5996fb761530d0b,,
,,60,2092db8fa7b1c7c1facd32157dc0deaddf316e12f67d5f4eddfb2135663c8ed4,,
,,61,2111bfba5699b3c98ce0857b7c6addbb85365d9d0e0ee156d5e6431ff5f5138e,,
,,62,21b2a371c603c1881c816d27fa28fb5d05088aa770b7fdc4d5a04492d93612c0,,
,,63,21f4a3d24142021f5ac9990df481128a358c88afbe0e65bed2714e0d8ba741b7,,
,,64,22d436278c2d2678362e2b3102b5bfa9227eecad30f599801b730e0cc7acd1c6,,
,,65,23d73ca299f02110f10fe0b18902fd2ea5ad124d3a061f110083353b3899c369,,
,,66,23e416c6f9deb987ac8f8f136e8551133ba63c734122e2f82eaeec72b03bad9e,,
,,67,2464d583948e7369200abe0db2a33c62a383e9915104e6869b17f8f89244de0d,,
,,68,24dcd2add1dae7e58c63cdb26cee768e08c609bab1b2e74f9872a8b1ecf5a87c,,
,,69,24ee79621dbf0eed211a4c01075637ff475e766822d52105aed6ef92d5ae81e7,,
,,70,257bcb82ac5a481a11654e40bf2a244aae7d108fd7b43545c8023b1289ffc718,,
,,71,269ff40c212993b357d07bfcee0ee3ef1b9c246c8088f739fc5d692625d0536b,,
,,72,275839578ec60b5084d5e18fccb01310e9f1b78293cad00bec043945e0f3e629,,
,,73,2845b5edd3c2b977894675d6c83996f92f5ac3cc4f0a61a494a34e8d8a99b774,,
,,74,29a2de3c53a0710f4668b8f6124dba329a0a717b691cc03156a76febf4f5bacf,,
,,75,2a50ac545f30b02200c4f18f694ce7e0ce691e9f509c38d8beebf3b4dd046b53,,
,,76,2a8a36c089cd1496e33ac575235d75b159f8c3ee9aa282c2d6f360aa08cb6dd0,,
,,77,2a9dda5adde456cb4c1ec3735fde1d4591c3b0780ef3d82b8c7fed613382e82f,,
,,78,2b0607c49f2d11be55e2e00304d8ac144a5900bb82d1b5d9b1a2405de57193d1,,
,,79,2b094c4248c216c84aca0e3dbdd79ba28f43b7e9912a7d2190688321f51e5a7a,,
,,80,2b2ac07813fde25641019289246d80a85054b31d93cd9dd4d8f4a3e717a017e1,,
,,81,2b3914caff931aa5015d0eb4aaafd67d3bdfdd372af2fba048c8bacd98896fdc,,
,,82,2bd924c625258c3d7c9399287b1e634338d5a3d34d8b4c4793ba7b2d2568d386,,
,,83,2c9fa506526e2b23545345c0a1efe9c815b2c429078b653fe4bea62113636a9b,,
,,84,2cb5647803ac30eb527cd977610f7ed1140e4488daddf7cdef80e3fd08b506e1,,
,,85,2d67f378787ef0d9249858e62cf661911d5eadf100662e2a590b8086d87b3518,,
,,86,2ddee81d097f550d3cb4a5197f616502bbf5cba763db4afca0c88f9c6f6c355d,,
,,87,2dea2a547b0c8f5941d4565073ac4423acfe59e2139b3d4ae5144ee135fa8eff,,
,,88,2f002333e3ee078069a370adede771895a413b747a8039cfe1f8b6d5f579fcc5,,
,,89,2fb0f5c78100f8b718dc32b6582ef9e998b041716a0629e2917ac2c01c5a44e2,,
,,90,2ffb606aea8bd4eef9727bf7981c9005a53d3cf6e71d9728f4b1b857bf402e9a,,
,,91,30aae560ce0a3972dc3f50351720e01b23781624046c4cc447523790793cdccd,,
,,92,30c3cfd79bdbd5af40c1c98fdb35f86d4063932bb980ab41105faeb500bb7a59,,
,,93,3139ea2a50e3a141080518e586ca669193eae16c2639b9e1b17b3fe42e21cfae,,
,,94,314e5c52ec835e5c1b1832b3e1a51d45713ba0307bd9ca8fb86cb95e7ddcafe0,,
,,95,31b11d75b4a9a6d590424f3421ca62cccd2f2cd81855c0851712ce03213627ac,,
,,96,31b69aaaba9a335ba0261babc8396d24d0af8f580d5f6192e6040ad649c78593,,
,,97,321ceeadc24ba2a88fba401927295f3c972429fcf3873d45a5cd9134279987cb,,
,,98,322817f4854f2f71b85db9d2e7c04e4a44c91ea866c689f277a658abc7d22b12,,
,,99,33679030a680f82f27c52195f2df9309d0d846d440cc31ac591a01297bb9b6b1,,
,,100,33d11b837cec96010145671e6661210fd68f3004627f8929038256ca7a8d8ebf,,
,,101,345dad5114b3cd453211fb2463b2677b927fb8bed5528f041e0451dfd0f2dca2,,
,,102,349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,,
,,103,350b154fe2ab6eab25424af7cf5dd0a2a324a7853b9b56c9792a7278eb102323,,
,,104,351cff49ce968bd6bb542470c3004131a5042932b5f2cb0e7ea8492770b77485,,
,,105,3551a84cfdcf198093e6688149f7456eaa54bad8b74b878e984b0a7bf0859533,,
,,106,3568b95554d7b990289169b9eec3ab615228f845fcdf9cbd71bbb4994cd93a7e,,
,,107,35dc3b84aaff8203e801d6da20df9f8e2677abd0d623f5e4f5eecfe0f42d43fc,,
,,108,39c6aa59ad63e9299ccc79651cdfdb45b84559308e246d42dd9c0afe04931d3b,,
,,109,3a1e59019ccaa8bc0f560a4042b1415d5fb7b0436c1f665d309b3f6cefea7d83,,
,,110,3a6fe01402333cdf3412fc08782a0ac13adeddf1953ee1df98fb770a0c2ca9ca,,
,,111,3c6c8b8647f1b51ec51557e9916c655923e73b1b0b8de099f40db81460e78611,,
,,112,3cb67a933d12398e70b2725fb801a8834eecdf236a06ce510c4b0fc9332ed37e,,
,,113,3d3ce5a7f0af95c6a2b8bb6e20cd9f348a8fc9ebf70c178f44f77d7fd97f3988,,
,,114,3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,,
,,115,3dd595f1c364df95de6a2779dbdf8cb0c660db26823bfffc83262cab4f0bf48d,,
,,116,3dfcfacbb1498f304ff7e39552626c8b5578a4d4ec265756b2b5db6b7083fcfd,,
,,117,3e202088a0f6c909bd3cfe90eb3217d09828f13c78f9198e7ca8e9fd7c2346a1,,
,,118,3e5bc8253fdf89efe4e527be1f12228e3c08f488ddcb89fca66342206d94c21d,,
,,119,3e88c0584a41035de2c85904f13d7e5f03eab562308106eb2d9c7d8d1d5f65fb,,
,,120,3f57d30cb362467414c813ee622bf15dbbd626b10fd86592199539611547cc5a,,
,,121,4082ac64b81101cbebcabd3b8b597bf7966896898674d507e118e3c0367ac800,,
,,122,4084d3cef1c2290e1892fc32ffc6a6aa14c4d3fcc067a67710b66e7ef3acef0d,,
,,123,40c1d250c97702986524dae1c4014dbac4abddab4fbfd395737f4e2fe64a247d,,
,,124,41c3080c5f248cfc29a94b2c08f3bf85bd76feca895c6424fe528a4f32f68297,,
,,125,4208d3bf74a956f3eae084d69b195b09a132a8b7ca3034e20a5968cd5069ca5a,,
,,126,420ae6e6934b0e972b1be3faba699f2e7a920227c7947089f4e85b73f739c6c3,,
,,127,4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,,
,,128,438f91a3a02080977006d5b4ee2c29f6e0d0b58e848dc92712f3982a1449f481,,
,,129,4433080be68eabdd338bda9c8c30bee3fc1f696b6212f13bcb77721e1d738c7a,,
,,130,445c2ca905d33514cd3757e1141d0239349ca6678c20cd5eedab38fbe2fd36f9,,
,,131,449937d5271942b2d0c07fc71449158bee6643ea7d7ac857b9830d6116b8a310,,
,,132,44d672753c127edb16541ef7388a9308087224b97a2e63469e3c0dbb93da30e8,,
,,133,44f98305d8141153036b7a868b6d3e301a408c441ffb1e6b7540ac7771125e1d,,
,,134,453482ae02a485dd6eda2426eae4181835e1451a36229f550d4efb9d8a7a9470,,
,,135,4557b3c2bc31d36048e3c48befc7212d35b7d0d885d3d1f102c9060238b5090a,,
,,136,45c08529fc638c300feeb27a726d997626694ac3793087acc34e51f0a6e170e8,,
,,137,47d6fa4dc8d5f007836a2fefd0f13ee0525a09ff49264081f042460c2d34939f,,
,,138,48002b47ecdcaeb4828400130c7d77959319f9ae612dfbd03a91f7422c093ac7,,
,,139,4887493a4c162023900f9a757f005b44a190e6013e8cfe41fae1324ad26aff63,,
,,140,488e7f64166c2e857c7a8c30c495984ba63faddc7646bebe0cac48319b6b4a17,,
,,141,4897b70947bf82f7a5a3e217001e6be4a9b8bd7cea9711ec56500afa9a02a515,,
,,142,48f565383f47c6752893810686bd0c5f07fef08e34bc22a3f398d3b8c8db7c43,,
,,143,4a444e27b858bf82025d0b344afbd88305265b408c399956e235cd17727db3b4,,
,,144,4a4ab02bfece06b8e9d88299cfff8b2df4c71cb1a3b77d327fbf01da0ecb4987,,
,,145,4aec718f8185e90a5b0cf97a85857e677103220e78b5ed3c18da8b1e16d40b95,,
,,146,4b0e6319833596d58072abae8af94102ae54198c1385145eede5e55b2e94ae8a,,
,,147,4b36c56a1a588b01a543da0d4a8091b10ff3f5e1f4a8c4cb531405e51e47d23e,,
,,148,4b8100007af443512c1dd509a1342436f9b963be101587975be2764314d0ca68,,
,,149,4b9647fd16286b9d48f8957d016408d48324837a2dc4726070225737e5764791,,
,,150,4b9d476385096c42149ad8a1b35edf317f99c9d61ffc348d8950ab0c31cf543f,,
,,151,4c4aca72fe030fe5563fb249ce9152645d4e7a98f00fde37c62d7f0a4b78780d,,
,,152,4d1ccd3b1393438168aeac88ee6d753d95c33c77fcc46afa13a5415a265323c2,,
,,153,4d34572db62871b8fed75a40eaf827867044b536a795be11eac1a1ac78c909b7,,
,,154,4e1fbe2dc68185ae4dfd0ce8f794b4018f88602a9dcfe0567a1f4b28bff1110a,,
,,155,4ed6385442789c13f187542a75c25ce22295ae4d5286d8bb321926accc327942,,
,,156,4ed6af94d2babfb73aae073691a59e8e6a1beb6bfaf77b75dac470cfc3b33199,,
,,157,4f803c4f3466d829bc74ad7bf98f1767adad548d1c0d9e25b45b5b84b3220471,,
,,158,5076c7de3c667c84d2ca7fd969f9df9fd327dc2f1857e3d60625555a2e5440df,,
,,159,50e6842e7bfdeb000cb9754c8e940ff8d26e9c987b32fa9c765cd6f1c2a7df99,,
,,160,510dd42fcb5e39a40bf7110252cf9606a3a53c97cff32e2b5df43d5f8ad373fc,,
,,161,511425f1125b98b09c7b636c27a56b0be1fff185717d5233144fd02ddf0cddab,,
,,162,519b74a02a32927ee8af772a01038d36736eb2aaeb604f8a15719710d72ccc04,,
,,163,53a6166821a8283bfffd1ba2d422ad4d81a71118145da6cba3f6134219ceaeb4,,
,,164,53b87d41de61b0eb5ef6562222f1f3bcd5b5ce1da053e57f47b6ed23d7aa8502,,
,,165,54750e433d92006537b7a49eedc6002e0c97db298cb995f21f8746b7c79d43ce,,
,,166,55201ba1af31bded5fa75c43d04b75046f3a91a7c88d19ffb0c4497b4815a716,,
,,167,568755496a2b5ecc57c97f1ae8c52203ab643081ca1b008a1d43e66edfc75eea,,
,,168,570df8c7a9f77bb2889ba29eb35271e4e2340fd1709d075882800ac637643e15,,
,,169,57204251806dead2a0fa57a8ced7cac019acf134ccef4a141a934e49fdf271b1,,
,,170,5727fa1d0cb394af6963d460c256bc9fc3f351d90438650cb93aaedbad149274,,
,,171,57c8de458e9794ddf8608ecaad5ef4caafb0bffa9309db4f1ffcba7d70494958,,
,,172,5876d6b16f56408be737f35e84f06d5ece4d77728aec511387189fcaf90ab8e6,,
,,173,58d15b072ff2a6593f6d28a2d335006deb119f7a88b83f0f04b913231aea4c14,,
,,174,5952b6d60763e61ee8e276d8af7831dd8eef96984fecc19ca63005c0b71406b8,,
,,175,59743abb508a8061e5064ce47120200c86a3885ce2baf4214adc7128cba65113,,
,,176,598c03472e7a8089a50c5cf01bb63e48c05f1a79ee4898185c5f1ef294d8622a,,
,,177,599efafe1ee22c8ae0d531c08a7919660730bd5c7e5c055f926a492d0d32d15c,,
,,178,59f2772aca8841b648b639f06ea61c875e56429d850688ab68e3caa8a9ce9230,,
,,179,5a1106a954a34a68d7655fd3114f0f8854501159f28c4c43d52ee69d2561f852,,
,,180,5a703f620dbab029a3ac801c3fc85ef4327a5f0a751b852f650bf14b9b44459b,,
,,181,5a8bbd7a0887dfcfee9cd1f97e7ba9e568741cb632f3121b5b7d4f3e90e85b79,,
,,182,5bf51d9d557047465e7df540ed0bba927d10ca876cb6dea1ca203b3578e22749,,
,,183,5c075290e921279538ad0cbf9786e8855bd2c7f97a066c94d059d313cb34273b,,
,,184,5cf32f9151895f7869e8af1d91c81444a0d3157ad5f4484dcbcab8a29d6bc6ac,,
,,185,5d60fc4768a0d01e3d533d2d5353bdffb58877bc2971bc7053a54071fa4c2f49,,
,,186,5d734055d34325b8555585971e61749072749fe0dd403b352327766c9565a3d4,,
,,187,5d8f70bd6845bb11e5e533b38a03d26b56f00096d8cec1c1411ac5b9c31b0ba4,,
,,188,5d9f9703addb3ca96358f6e54fc8e93cbbd462e886cef2d450e4edd2e53367fb,,
,,189,5e343daf8dbc5830a280addbd51c369e21a7633c9818bffb3bd4fceaa6cd9b91,,
,,190,5e8589d4cd67c4b88f84e378d72875ccd07de5c9e20cc666bbf217de9d3567b4,,
,,191,5ee88efb44a62c560639acbabf95fc60f46ad4f3f8aa6492729a4a5e0c610371,,
,,192,5f1183e16dafd122ced695b93e88ae02e9f396ed43ba8fd6ec0dbd993eaf8521,,
,,193,603b719e6471994bdf33806120a875c35f2e50eca461afc38d3349744fed1523,,
,,194,60b6b4248d890504734beb13a2cc6574d9d4dc7bae94c84898d2a83ad80d68af,,
,,195,60dc13afd9db46855db7cb4b46b2429c473ae61d93c867bb13914cc0ee137a78,,
,,196,62387ab8fdba76cc516bdbbaca2765132990182f1d0464ae4ebbb4804d555c4e,,
,,197,6269c7359593be379dd4d205e5a26a060242995f18689f94d78d85120725e51f,,
,,198,62fcdb6ab7d866469212eb68cea38fd06fa6c92dc597ad7711f73cb039111976,,
,,199,6441cd44226ffccd5cda9825c82156f6989c0ac691ecbcdbb06ba44c2c03e0e4,,
,,200,65a2b2417007ae40ce1b56f68fdfdbd38e1d85021864f41e7b9ce18a9d40f17e,,
,,201,66315ff24583d48c4bc24a5d45d6cfcc13d6f6ff54c3f5ceb7db8694ae75c9d2,,
,,202,67010df78663529aee482809d36765b8f1fc70fcbc5f1d53546f9ea6dfff5384,,
,,203,690ef8482b21fa77fdf533db95daa5559db82ef7106ee5514dd0cbff9efeb769,,
,,204,69ea8e8a316c3f982db0286a71ca33c251b858994e27bb848e628967df9d15f9,,
,,205,6a0df1d84e433375ec7966810d37e6b3ce1d544a2c45f8e2723efbfe41a81185,,
,,206,6a5b01acb5938854fb9425824d8b66d0b236e11bcf8085e016fde962fa5a7366,,
,,207,6a91389bf293538f8bfd1747ffc38730176f9e72e8ed7004fabc8cd25e69df6b,,
,,208,6b689d246c11ea35bf66a151aa4d7d83d1e1b11f9f3a3876c5d609048ea310f8,,
,,209,6b6e8c7036722d03a34126403e7106d3512a2d4b72bcd8bde651614e8ad42d7b,,
,,210,6be598179d8e68ef732257b8de5f85523abc10ebe027a4a8501670b3e61490fc,,
,,211,6d1c41cdb7671eefe3cb4edcba409e21b0b5a8196f6ff13cae446850bd0983a1,,
,,212,6d7f68c6bb26c8342bf3a3e21bb30c4a24aa6ccd9d3319af32684e6641052dcd,,
,,213,6dd7cb5359f54edb9eb0becd33d19118d3e93e266ef7644cf7b9ad2b9ed1262d,,
,,214,6dfd9d97502d751109e542d97716cf9a38a444ec1e8cbf874c61db1d334fb231,,
,,215,6f8b95ec81c4c65578c705246889ade2223999b1383dbb36d4aae1502b94f22f,,
,,216,7018f9f84b61c5801779302689a34fef5b2e9d95f52479d9ef486efda2e55c21,,
,,217,7026047c5e9f18234ed92d0bc1518a2a4944fc2a9a0bb90628e20b2d93e7f9ae,,
,,218,709635bebab736333367c7bca08fa9c12cf33c6b545144515f0a216431b46b5f,,
,,219,70c18da6f06c6019e8911fef1496654f45df0fdd83a53367b94f03f028e357de,,
,,220,71bee40f7f97afa9b8cf069df923fa444e07b495f1736e1f9e23863fd894297c,,
,,221,720652a25d4ab67f2e7d9fa3b13023e92f3f21024e2157034de2773d5583053d,,
,,222,72912d3e1bed520f38d91a588343df13dface79dc26911a4541d894d69c1a6a7,,
,,223,73da0df025bd69a83446ff2c9628a7f2f1ff34bff9e343059e17e4d31a6218d3,,
,,224,74bd25fbd2615c3e3611fbf2a559a6eb770e9d846fffa3a31f9be97ce316864c,,
,,225,753b3dfbf00b265816877af61db67c39ee3fae2b4e0a7b8f387b5163ff85b1bc,,
,,226,75de81c20d6f96afffc7becf1d76612842635a9c70167b482e233540738a97e5,,
,,227,769d89fa68d5e578dd0f4592fc821f0f6abbaf1033147533ec0f6c4d8e6c6c2e,,
,,228,76b0bf253c0d17b6f275cc641729eda42ebed851893da32c132515023ab1e4e1,,
,,229,775c788e8a2f5f576ff0ee9289715b7dee98ea7c23ae8479ecb0461c09d5c0ff,,
,,230,783d2e787e0734118d21fb09957c03c8ccc292d3cd70fb690faa98f6a6cc9739,,
,,231,7854ad4022596904b137ebbb044e0bbbd2f590b0dac7f5a46d9991f3c049d647,,
,,232,78b97b24e7b9929a2394388b957622713a424929419979469d005d10b34ed639,,
,,233,78cb6709ef3e4aa9ec5148bce49e841e9a6257b64dff512fdffde18f1e1fcd14,,
,,234,78d5895c4f5d7d4efde22983b4b710dbee0c928cbea6ae21affa0e925ac3df73,,
,,235,78ef135cef6cb29d44b91beb545a2a78dbdbc0a981735bad98640318a1b80b9b,,
,,236,79113765c9b7d68839422b6221d02fc97323ff61ac02e38fb1055b89962fb74a,,
,,237,798001d1fa1a0831f5bca0b644c70c03a31b7491cb51bf0c872a470ba434c8de,,
,,238,79a7e9a5c619f2779d2e17ca557372d9f837457160fccee08e7c0ff5f851de9a,,
,,239,7a6026fd215e0059f3d620352b64b05a944244be51bbf22adc94eab05648a6d9,,
,,240,7c5b34dcc4ab16388cb8f7076fd575a78bf0eafe318b053da6af72fd244b8c24,,
,,241,7ce2ef889fd3931ddf910c65e58e6b626f658d713486152c54f9f8a0e6f37375,,
,,242,7e617933097884285054b322c76d243d4a210695dcbfcaa83da337f15bac3b7e,,
,,243,7e93bf8ba9708c55865983f7a83a39ac766ee84bccbb1df4d9f9a37e7b3bdb43,,
,,244,8072f6579de3261211c2d30eb23619d2299179bf8835aed226d36f99aa88249d,,
,,245,807aa59e21f46f6ca52a49dbdc4ff1b58a9e238db54b494a63321654d158c0e9,,
,,246,80b79645be384d8162597a76b28062cd35ea1019db9344ebd3f549d05246afa2,,
,,247,80cab1ce32c301533be0f55f91468a6bd0dc014abc98a56a4fb7f4828dbfe73f,,
,,248,814a76822c53611d1be66ef1f7a93c9a98a1a7d82e18234c0582a9a2040a319c,,
,,249,81aadc08216233fb3ec392c41a57432e51f78e8bd6996aacb76ad6dc1477ddfa,,
,,250,831b82415f26f781c76d0c7427052516715d67868ec0faeaeffbb459f438c040,,
,,251,832777ca15af30deab6512acb75b148fee8b049caabf9491352ba930951bbc99,,
,,252,846245c30c8371ed901ad1856c2bf129e4824c6afec6a8aecfae1e7b49805594,,
,,253,8489b8668e001e627849ab14970d7c6debfe93d58351c826d6300c22114573c6,,
,,254,84ef557b626c0d70750b521cf708dec0bf4f19ee66c40f0518a21c80864cb99e,,
,,255,8535ef1089f557f019e2fa787114fa1819dadf2106ea8f0b82f86e57f914ea2d,,
,,256,8630de5bd303be8b63ba99b787f0f5ed4422765c8917b234cb8a2af6b762ca1d,,
,,257,86d73054aa9c80dbfbfce326489454f67087052ce0720f75ec87b849d851ce2b,,
,,258,87bc9471aaf330556f32e99fc91ca5c1d212e935de2fe03986332e62a7d3e179,,
,,259,88004885e79469596988ec6d6e8061843d12c39516326f4366b93059bf2e5e19,,
,,260,88faa9b4e525ea83f6efab60ae88469da5222f0b0f52c16c3af4e4763baa1daf,,
,,261,89514970e1e20297947c37a1755c21674098a34e20a2aae5995c7b8b4028859e,,
,,262,896ba209d8b0c5cdfdacb8b2d45dae08ba41a114dde0bc6ac633dd8a772d66f3,,
,,263,89b998636f98304acf1f5a475b5fad130ac8020d521969a48412173d2ac0971f,,
,,264,8b18f5693d6822beefe70802cad008f0b0232654ea218fbce90ad8d6631c3a74,,
,,265,8c0906fd5efd19b24aa04cb58ff5d90de07a4507ab16207d901e51cec04e1d85,,
,,266,8c47875987c7407e6f060ddc413ab2f1ec8b5473085578e448ad4e40fa5a8864,,
,,267,8c496c831c776415f7491e6de8457bb88c62eefeff270c8e0dbec39b78b9413d,,
,,268,8ca014518f3c9f5207cbf67c729fda24fd56bfe6808d113f96c6138757784b77,,
,,269,8ca8b188568d5d438d080b69a0b279aeaa39c96bd88d60119842f9a6b609c421,,
,,270,8dd7d47134248a03ffb88fe97e5ab8501d976a5d539ff01c30727b79ede1424f,,
,,271,8e1d0f77637db1a526c5ea32811ac905bc0edf833f27383617d0e92137c311c8,,
,,272,8e3904b8617f72128e381f7c47cffbfcce6e89ae1d265cef9d41361539b6d930,,
,,273,8eaeced73616477f79c100bb6c71bf34e2e292ae1320adc6620d98b7dd852c97,,
,,274,8ee6af2e8d2b4ccf84705f72f9aee941ccc549586ada07edc240441026599eb1,,
,,275,8ef51b9a6ccf7c102010b64120f80a7e12e2c85e72d23bb6a5e7f17ea691093a,,
,,276,8ef8c191f2e6996e5aa2061354fa9581dea5b5ea7334ecf8d7018db50eecfacb,,
,,277,912cdef31b10a5d8886fedd1cb940e3a506126f7c11fbda7202c62b4edb1596b,,
,,278,9181e670a018653889d5263448f199379588274b90c51348445093423b56396b,,
,,279,91f4b01a80c26aa9a1fb14e48590dc76c949dc800166da4e8c7f86d5085b9a8c,,
,,280,92e41e237eb721c0e2a38a12e0317eb406b0b8a6b26a4fe8e109279caaac26be,,
,,281,9323ada035535298a0de65f40698a45122446c861947978f1be17123ecf09a53,,
,,282,9374207ccca084d388afce33e317d946326f30de271a7aeb78dcdac9c272a2b7,,
,,283,938eb3a8b8482b9a5ea52ae013fff264dcb1b4c02a64ac9c39ce3c476be2ffce,,
